ABUEB,ACTIVITY_PROFIL,AGREL,BLIND,BOIND,BOLRE,BOPNR,BSTAE,EIKTO,EKGRP,EKORG,ERDAT,ERNAM,EXPVZ,INCO1,INCO2,KALSK,KZABS,KZAUT,KZRET,LEBRE,LFABC,LFRHY,LIBES,LIFNR,LIPRE,LISER,LOEVM,MANDT,MEGRU,MEPRF,MINBW,MRPPP,NRGEW,OIA_SPLTIV,OIHANTYP,OIHVGROUP,OIMATCYC,PAPRF,PLIFZ,PRFRE,RDPRF,SKRIT,SPERM,STAGING_TIME,TELF1,TRANSPORT_CHAIN,UMSAE,VENDOR_RMA_REQ,VENSL,VERKF,VSBED,WAERS,WEBRE,XERSR,XERSY,XNBWY,ZOLLA,ZTERM
REL1,ACT1,X,X,X,"",B001,2850,4225334394,781,ILU6,20250815,ihart,1,FOB,North Christinehaven,01,X,X,"","",A,859,"",1000002427,02,X,X,100,GRP1,1,6186.35,759,"",X,01,GR01,9,P001,14,X,R001,A,"",8,001-602-361-3024x7985,TRCHN001,X,X,2.4,Marcia Frederick,01,USD,X,"","","",622588,0003
REL1,ACT1,"",X,X,X,B001,1934,4302483906,174,95NA,20241129,youngcindy,1,CIF,New David,02,"",X,X,"",A,743,"",1000002804,01,"",X,100,GRP1,1,6591.04,506,X,"",01,GR01,9,P001,21,X,R001,A,"",8,245-724-1549x4082,TRCHN001,"",X,1.9,Tina Harris,01,EUR,"",X,X,X,416568,0002
REL1,ACT1,"",X,X,X,B001,3474,8064754347,996,ORDB,20250410,jennifer77,1,CIF,West Ericchester,01,X,"",X,"",A,524,X,1000002929,01,"","",100,GRP1,2,7343.06,481,"",X,01,GR01,3,P001,11,"",R001,B,X,3,851-685-8034,TRCHN001,"","",4.0,Dylan Grant,01,USD,X,"","",X,468603,0001
REL1,ACT1,"","","",X,B001,2385,9343666939,874,Q9PK,20241005,jose12,2,CIF,West Linda,02,X,X,"",X,C,483,X,1000002957,01,X,X,100,GRP1,1,380.53,506,X,"",01,GR01,5,P001,18,X,R001,B,X,6,632.717.1273x37122,TRCHN001,X,X,3.8,Jason Jennings,01,USD,"",X,"",X,846091,0001
REL1,ACT1,X,"","",X,B001,1068,6251837333,586,S831,20241214,shelly33,2,FOB,West Gwendolyn,02,"",X,X,X,B,671,X,1000003229,01,X,X,100,GRP1,1,6958.54,279,"",X,01,GR01,4,P001,21,X,R001,A,"",1,(659)450-8473x3489,TRCHN001,"",X,1.8,Antonio Waller,01,USD,X,"","",X,338780,0001
REL1,ACT1,X,"","",X,B001,4479,4608910949,230,50UH,20251212,tanderson,1,CIF,Elizabethview,01,"",X,"","",C,720,X,1000003351,02,X,X,100,GRP1,2,8399.32,451,X,X,01,GR01,6,P001,3,"",R001,A,"",8,+1-755-551-4294x0407,TRCHN001,"",X,4.6,Isabella Benton,01,USD,X,"","","",248618,0003
REL1,ACT1,"","",X,"",B001,5187,5276957499,459,6XVA,20251115,richard89,1,FOB,Anthonymouth,01,X,"",X,"",C,466,X,1000003518,02,"","",100,GRP1,1,6583.18,747,X,X,01,GR01,4,P001,13,"",R001,A,"",3,(952)487-7287x2571,TRCHN001,X,X,4.9,William Fisher,01,INR,X,X,X,"",973677,0003
REL1,ACT1,X,"","","",B001,2346,5555037230,291,A1QO,20250508,pattonsheila,2,EXW,Port Cathyhaven,02,"",X,"","",A,970,X,1000003866,02,X,X,100,GRP1,2,7652.96,463,"",X,01,GR01,6,P001,18,"",R001,B,X,10,652-351-6198,TRCHN001,"",X,1.6,Bryan Lucas,01,USD,X,"","",X,647773,0001
REL1,ACT1,X,"",X,X,B001,2685,5012830732,855,432B,20241125,angelaanderson,2,FOB,North Kyle,01,"",X,X,X,B,325,X,1000003966,01,"","",100,GRP1,1,9895.8,850,"","",01,GR01,3,P001,11,"",R001,B,"",5,8104250923,TRCHN001,X,X,3.0,John Butler,01,INR,"",X,"",X,479754,0002
REL1,ACT1,X,"",X,X,B001,3961,4393045612,958,710E,20241203,kelsey15,2,EXW,Pamborough,02,"",X,"",X,C,603,X,1000004308,02,"","",100,GRP1,1,2648.85,142,X,X,01,GR01,6,P001,12,"",R001,A,X,7,3433660759,TRCHN001,X,X,2.1,Ashley Barton,01,USD,X,X,X,X,691659,0003
REL1,ACT1,X,X,"",X,B001,2324,8518464190,118,GFGN,20250802,kathrynmedina,1,FOB,Rosaleshaven,01,"","","","",B,698,X,1000004309,02,"",X,100,GRP1,1,1164.27,371,X,"",01,GR01,4,P001,17,X,R001,A,X,6,(460)232-5048,TRCHN001,X,X,3.3,Danielle Martinez,01,USD,X,X,"",X,186684,0002
REL1,ACT1,"",X,X,X,B001,3378,8891581965,828,67VZ,20241202,fgray,2,CIF,Shanebury,02,X,X,"","",C,861,X,1000004446,01,X,X,100,GRP1,1,1697.63,138,"","",01,GR01,6,P001,25,X,R001,A,"",2,(889)937-0421x70828,TRCHN001,X,"",1.6,Taylor Barnett,01,USD,"",X,X,"",668226,0002
REL1,ACT1,"","",X,X,B001,7146,1170284448,828,K17M,20241111,barry79,1,EXW,Lake Mercedesberg,01,"",X,"",X,B,317,"",1000004841,02,"","",100,GRP1,1,3155.63,204,"",X,01,GR01,4,P001,21,"",R001,B,"",9,001-979-885-5251x6182,TRCHN001,X,"",4.6,Erin Ryan,01,EUR,"",X,"",X,201990,0001
REL1,ACT1,X,X,"","",B001,6552,2794643026,930,SEAU,20251212,olivertravis,1,CIF,West Samantha,01,X,"",X,"",A,414,"",1000005071,02,X,X,100,GRP1,1,3664.96,271,X,X,01,GR01,6,P001,24,X,R001,B,"",3,001-908-636-8531,TRCHN001,"",X,2.8,Michelle Phillips,01,USD,"","","",X,426430,0003
REL1,ACT1,X,X,"","",B001,9888,2878649129,735,Y4V8,20250107,gvaldez,1,FOB,Susantown,01,"","",X,"",A,812,"",1000005242,02,"","",100,GRP1,1,2524.87,553,"",X,01,GR01,4,P001,3,"",R001,B,"",10,001-885-829-7018x1219,TRCHN001,X,"",3.8,Elizabeth Medina,01,INR,X,X,X,X,812954,0002
REL1,ACT1,X,X,X,"",B001,4280,2934286986,882,ODS1,20250512,cliffordschneider,2,FOB,Morrisville,02,"","",X,"",A,593,"",1000005274,02,"","",100,GRP1,2,9533.45,360,X,X,01,GR01,4,P001,5,X,R001,B,"",8,(931)431-8385x63490,TRCHN001,X,"",4.9,William Wood,01,USD,"",X,"",X,568361,0002
REL1,ACT1,"","","",X,B001,6023,7164830959,450,C6RB,20251210,garygalvan,1,EXW,Ginaton,02,X,"",X,X,A,790,X,1000005634,01,X,"",100,GRP1,1,2344.23,604,"","",01,GR01,4,P001,4,"",R001,A,"",5,965.722.2981,TRCHN001,"","",3.2,Noah Mendez,01,USD,X,"","","",652904,0003
REL1,ACT1,"",X,"","",B001,3269,4892447787,792,YTMV,20241113,patriciablack,2,EXW,Sototown,02,X,X,X,X,B,128,"",1000005728,02,"","",100,GRP1,2,8472.36,189,"",X,01,GR01,6,P001,11,X,R001,A,"",9,(716)900-6265,TRCHN001,"","",3.8,Kevin Ward,01,INR,X,X,"",X,896050,0002
REL1,ACT1,"",X,"",X,B001,1910,7108522553,954,1D61,20241123,gibsondarlene,1,FOB,Michaelstad,02,"","",X,"",B,323,X,1000005764,02,"",X,100,GRP1,1,2233.05,645,X,X,01,GR01,8,P001,28,X,R001,B,"",2,443.399.4864,TRCHN001,"",X,1.8,Nicole Maldonado,01,USD,"",X,X,X,251292,0001
REL1,ACT1,"",X,"",X,B001,3322,6318081956,326,ZS8F,20250522,anasmith,1,CIF,Brianville,02,X,X,X,"",C,639,X,1000006004,01,"","",100,GRP1,2,5473.2,339,"",X,01,GR01,2,P001,2,X,R001,A,X,9,(716)759-6083,TRCHN001,X,"",1.4,Michelle Miller,01,USD,X,"",X,"",883860,0001
REL1,ACT1,"","","",X,B001,4732,8711927325,107,IRGM,20250125,wilsonjoseph,2,EXW,Port Catherinestad,01,X,X,X,X,A,164,X,1000006241,01,"",X,100,GRP1,1,347.65,381,"",X,01,GR01,4,P001,15,X,R001,A,"",9,702.689.3915x74524,TRCHN001,X,"",4.8,Mrs. Christina Barker,01,INR,X,"","",X,661010,0001
REL1,ACT1,X,"",X,"",B001,6056,6834249813,713,XC9M,20250411,alanrobinson,2,FOB,South Tammyfurt,02,"",X,"",X,B,977,"",1000000004,01,"",X,100,GRP1,1,2612.92,968,X,X,01,GR01,2,P001,6,X,R001,A,"",6,(853)412-5804x052,TRCHN001,"","",4.3,Courtney Alexander,01,USD,"","","",X,247490,0003
REL1,ACT1,X,X,"","",B001,6796,9673109236,947,BGJE,20241113,gbates,2,EXW,Jamesside,01,"",X,X,"",A,827,X,1000000323,02,X,X,100,GRP1,1,9788.8,786,"",X,01,GR01,9,P001,2,"",R001,B,X,7,439.335.4314,TRCHN001,X,X,3.9,Paul Williams,01,EUR,"",X,"","",922466,0001
REL1,ACT1,X,"",X,X,B001,6719,2528487673,386,VNXI,20251203,qgilbert,1,EXW,Ericville,01,X,X,"","",C,195,"",1000000479,02,"",X,100,GRP1,1,9356.39,494,"","",01,GR01,9,P001,26,"",R001,B,"",5,+1-258-860-5661x92228,TRCHN001,"",X,1.7,Richard Long,01,USD,"","",X,"",735788,0003
REL1,ACT1,X,X,X,X,B001,4405,5577588041,977,WLF0,20251230,padillaemily,1,FOB,Reedview,01,X,X,X,"",A,560,X,1000000831,01,"","",100,GRP1,2,8264.17,890,"","",01,GR01,6,P001,22,"",R001,B,X,8,508.411.7616x02728,TRCHN001,"","",2.4,Larry Scott,01,INR,"","",X,X,836518,0001
REL1,ACT1,"",X,X,X,B001,9776,9303890727,707,HVDQ,20250930,brandon20,1,EXW,Rosehaven,02,"","","","",B,500,X,1000001022,01,X,"",100,GRP1,2,9193.4,518,X,"",01,GR01,3,P001,22,X,R001,B,"",10,6338491478,TRCHN001,"","",2.4,Kari Guzman,01,EUR,"",X,X,"",492247,0003
REL1,ACT1,"","",X,X,B001,8092,3130210715,786,XMJB,20250919,quinnemma,2,CIF,Banksberg,01,X,X,"","",A,252,X,1000001410,01,X,"",100,GRP1,2,9348.39,783,"","",01,GR01,5,P001,19,X,R001,A,"",5,+1-422-350-4277x43215,TRCHN001,X,X,4.7,Katherine Collier,01,INR,"",X,"",X,630261,0002
REL1,ACT1,"",X,"","",B001,7516,8907236452,775,6Z23,20240804,nicole28,2,FOB,Perezfort,01,"","","","",B,834,X,1000001634,02,"","",100,GRP1,2,7897.26,989,X,X,01,GR01,6,P001,4,X,R001,A,"",7,(479)649-0463x55742,TRCHN001,"",X,2.3,William King,01,EUR,X,"",X,"",887478,0003
REL1,ACT1,"","","",X,B001,9299,7032049042,310,X5WT,20250225,jlawrence,2,EXW,Debraburgh,01,X,"",X,"",A,261,"",1000001697,01,"",X,100,GRP1,2,8037.63,900,X,X,01,GR01,7,P001,10,X,R001,B,"",3,7107146216,TRCHN001,"",X,3.5,Randall Howard,01,INR,"",X,"",X,843193,0002
REL1,ACT1,X,"","","",B001,3853,9342482435,680,YXDH,20251229,lesterveronica,2,EXW,Sarahmouth,02,X,X,X,"",A,401,X,1000001765,02,X,X,100,GRP1,1,1429.09,800,X,X,01,GR01,9,P001,29,X,R001,B,"",3,+1-276-433-2529x275,TRCHN001,"","",2.9,Ashley Jones,01,EUR,"",X,"","",990589,0003
REL1,ACT1,X,X,X,X,B001,1083,1240123731,599,5RLR,20240514,smithjessica,2,CIF,Wongfurt,01,"","",X,X,C,647,X,1000002107,01,"","",100,GRP1,1,9147.03,442,"","",01,GR01,3,P001,9,X,R001,A,"",4,(360)507-1893x29745,TRCHN001,"",X,3.8,Christopher Hall,01,USD,X,"",X,"",620764,0003
REL1,ACT1,"","",X,"",B001,1113,3801883586,926,F6Y5,20240626,howardjacqueline,2,FOB,New Kristinfurt,02,X,X,X,X,C,393,X,1000002545,02,"","",100,GRP1,1,6315.91,622,"","",01,GR01,9,P001,4,X,R001,A,X,8,(514)510-5814,TRCHN001,"","",2.8,Lauren Carter,01,USD,X,X,X,"",890691,0003
REL1,ACT1,"","","","",B001,5519,5329157586,558,YVF3,20260201,rhendricks,2,FOB,East Evelynton,02,X,X,"","",A,643,X,1000002573,02,X,"",100,GRP1,1,2173.65,756,"",X,01,GR01,9,P001,10,X,R001,A,X,10,598-842-7592,TRCHN001,X,"",1.4,Laura Blankenship,01,INR,"",X,X,"",508592,0003
REL1,ACT1,X,"","","",B001,4806,6857083923,105,ZRBZ,20251103,rossdevon,2,EXW,East Anita,01,"","","",X,A,310,X,1000002640,02,X,"",100,GRP1,1,4238.51,880,"","",01,GR01,8,P001,22,"",R001,A,"",10,001-356-324-1950,TRCHN001,X,"",1.1,Tina Smith,01,EUR,"","",X,"",953804,0003
REL1,ACT1,"",X,"","",B001,4154,4151330962,226,EYKC,20250507,hconrad,2,FOB,East Todd,02,X,X,X,"",A,170,"",1000002695,02,X,"",100,GRP1,2,4515.3,593,X,"",01,GR01,1,P001,3,X,R001,B,"",9,+1-614-551-3556,TRCHN001,"",X,1.4,Jennifer Miller,01,INR,"",X,"","",121347,0001
REL1,ACT1,X,X,X,X,B001,9828,3852082688,942,62NK,20251127,powersandrew,2,FOB,West Tony,01,X,"","","",A,695,X,1000002761,02,X,"",100,GRP1,2,1794.21,406,X,"",01,GR01,1,P001,18,X,R001,B,X,2,797-734-6000x01013,TRCHN001,X,X,1.9,Cheyenne West,01,USD,"","",X,"",582836,0001
REL1,ACT1,X,"","",X,B001,6750,1180997388,767,URI7,20240304,campbellsamantha,1,FOB,Meganburgh,01,X,X,"","",B,741,X,1000003154,01,X,"",100,GRP1,2,6223.65,225,"","",01,GR01,5,P001,30,"",R001,B,"",10,467-728-7350,TRCHN001,X,"",1.3,Tara Lopez,01,USD,X,"","",X,139506,0003
REL1,ACT1,"",X,X,X,B001,4449,8272166021,792,OK3Z,20240417,deanmichael,2,CIF,Rosarioview,01,X,X,X,"",B,750,X,1000003204,02,"",X,100,GRP1,1,861.68,814,"","",01,GR01,1,P001,20,X,R001,B,"",6,001-379-679-6795x4358,TRCHN001,"","",3.7,Mark Griffin,01,INR,X,"",X,"",140944,0001
REL1,ACT1,X,X,X,"",B001,6065,2666939430,701,JP3H,20251014,sandradominguez,2,FOB,North Zachary,01,"","",X,X,A,231,"",1000003215,02,"",X,100,GRP1,2,2184.11,196,"","",01,GR01,8,P001,7,X,R001,A,X,10,460-223-4573x051,TRCHN001,X,X,3.7,William Holmes,01,EUR,"",X,"","",690319,0001
REL1,ACT1,"",X,X,"",B001,4078,7721051616,171,SO0C,20251112,palmerpamela,2,CIF,New Jamie,02,X,"",X,X,A,983,"",1000003268,01,X,X,100,GRP1,2,4790.3,592,"",X,01,GR01,2,P001,3,"",R001,B,X,7,(338)332-6287,TRCHN001,X,X,1.7,Debra Meadows,01,INR,"",X,X,"",638587,0002
REL1,ACT1,X,"","",X,B001,1628,4867152415,302,8KTR,20250607,michaeltaylor,2,CIF,Cheyennetown,01,"",X,"",X,B,688,X,1000003485,02,X,X,100,GRP1,2,6459.18,993,X,X,01,GR01,5,P001,26,X,R001,A,"",1,893-365-9152,TRCHN001,"","",2.6,Mr. Terry Johnson,01,INR,"",X,X,"",982924,0002
REL1,ACT1,"","","",X,B001,3040,6660326641,455,UPMT,20250720,hcampbell,1,FOB,Antoniohaven,02,X,X,X,X,C,124,"",1000003489,01,"",X,100,GRP1,2,4031.06,539,X,"",01,GR01,4,P001,4,X,R001,A,X,9,+1-513-921-5160,TRCHN001,"","",4.1,Adam Cummings,01,INR,"",X,X,X,735154,0001
REL1,ACT1,"","",X,X,B001,1519,9460181229,953,PJRH,20250530,edwardslisa,1,EXW,Ronaldbury,02,"",X,X,"",B,449,"",1000003664,02,"",X,100,GRP1,1,665.7,352,X,X,01,GR01,5,P001,11,"",R001,B,X,2,(677)709-6211,TRCHN001,X,X,2.0,Dylan Kramer,01,USD,X,X,"","",355799,0003
REL1,ACT1,X,"","","",B001,6268,8055380355,809,S1BH,20240528,smithbrenda,1,CIF,Sullivanborough,02,"",X,"",X,A,510,X,1000003775,01,X,X,100,GRP1,1,3065.01,986,X,"",01,GR01,7,P001,28,"",R001,A,X,4,430.517.8396,TRCHN001,X,"",3.5,Robin Mccall,01,INR,"","","","",157699,0001
REL1,ACT1,"",X,X,"",B001,3145,5957637318,292,ZH4O,20250727,clintonfreeman,1,CIF,New Nicole,02,"","","","",C,368,X,1000004130,02,X,X,100,GRP1,1,2697.74,462,"",X,01,GR01,1,P001,9,X,R001,B,"",1,993.231.5244x319,TRCHN001,X,X,2.3,Timothy Sanchez,01,EUR,X,X,"",X,982450,0002
REL1,ACT1,"","",X,X,B001,5794,8074684573,550,KLVA,20260125,lauramay,2,FOB,New Anthonyshire,01,X,X,"",X,C,653,"",1000004298,02,"","",100,GRP1,1,5149.45,578,X,"",01,GR01,4,P001,9,"",R001,B,"",1,(872)548-7002x539,TRCHN001,"","",2.3,Alexander Rodriguez,01,EUR,"","","",X,252021,0001
REL1,ACT1,X,X,X,"",B001,9629,9312880637,838,HZFF,20250626,holmesmatthew,1,FOB,Port Nathan,02,X,X,"","",C,296,X,1000004414,01,"","",100,GRP1,1,4465.81,440,"",X,01,GR01,8,P001,20,X,R001,A,X,8,345.526.6225x11992,TRCHN001,"","",4.6,Christopher Thomas,01,EUR,"","",X,"",421718,0001
REL1,ACT1,"","",X,"",B001,6045,3440835115,107,E9FI,20240801,reynoldskimberly,1,EXW,South Bradley,02,X,X,"",X,A,594,X,1000004741,01,"",X,100,GRP1,2,4308.74,841,"",X,01,GR01,2,P001,22,"",R001,A,"",1,+1-966-456-0987,TRCHN001,"","",3.3,Jon Dorsey,01,INR,"","",X,X,110827,0003
REL1,ACT1,"","",X,"",B001,5108,1620716424,594,9GJ4,20240326,rachel76,1,EXW,South Traceyhaven,01,"","","",X,B,707,X,1000005645,02,"","",100,GRP1,1,901.38,342,"","",01,GR01,1,P001,29,"",R001,A,"",2,691.379.6292,TRCHN001,X,"",1.0,Sean French,01,INR,X,"",X,X,782227,0001
REL1,ACT1,"","","","",B001,3714,2828974790,458,U287,20251113,jholland,1,FOB,West Benjamintown,01,"","","","",C,256,X,1000005952,02,X,"",100,GRP1,2,546.16,947,X,X,01,GR01,1,P001,24,X,R001,B,X,10,214-256-3370x046,TRCHN001,X,X,2.3,Kristina Ortega,01,USD,"","","",X,949137,0001
REL1,ACT1,X,"","",X,B001,4050,6402115990,731,MAM0,20250414,flemingmatthew,1,EXW,Gonzalezland,01,X,"","","",B,214,X,1000005967,01,X,"",100,GRP1,2,2270.48,135,"",X,01,GR01,7,P001,4,X,R001,A,X,6,(633)461-8577x6900,TRCHN001,X,"",4.0,Brian Cox,01,INR,"",X,X,"",433040,0002
REL1,ACT1,X,X,"","",B001,5812,4812380914,462,IVWO,20250916,melaniemiller,1,CIF,Hillshire,02,X,X,"","",C,760,X,1000006123,01,X,"",100,GRP1,1,3431.7,648,X,X,01,GR01,6,P001,11,"",R001,B,"",5,001-350-424-2183x901,TRCHN001,"","",2.9,William Browning,01,USD,"","","",X,102408,0001
REL1,ACT1,X,X,X,"",B001,4651,8839742321,112,KBRF,20251201,coreyfloyd,1,FOB,New Tamarachester,02,X,"",X,"",B,459,"",1000006237,01,X,"",100,GRP1,1,986.41,121,"",X,01,GR01,3,P001,23,"",R001,B,"",4,513.566.8805,TRCHN001,"",X,3.8,Steve Anderson,01,INR,"","","","",614283,0001
REL1,ACT1,X,"","",X,B001,4913,7519406832,810,NRCM,20240327,patricia34,1,FOB,East Amy,01,X,"","",X,C,834,"",1000006270,01,X,X,100,GRP1,1,6099.91,913,"",X,01,GR01,6,P001,8,"",R001,B,"",10,643-262-1881x47460,TRCHN001,X,"",2.9,Ann Williams,01,INR,"",X,X,X,472504,0003
REL1,ACT1,X,X,"",X,B001,7226,5385924033,702,0BCT,20260106,hartmanjason,1,EXW,Davidhaven,02,"",X,"","",B,166,"",1000006340,02,"","",100,GRP1,1,4488.56,236,"","",01,GR01,5,P001,30,X,R001,B,"",10,754.255.5874x40454,TRCHN001,"","",2.9,Kristi Moore,01,EUR,X,"","","",742070,0002
REL1,ACT1,X,"","","",B001,6626,6299504525,619,01EJ,20240608,scott53,2,CIF,South Edwardtown,02,X,X,"","",A,468,X,1000000174,01,"",X,100,GRP1,2,4929.92,891,X,X,01,GR01,6,P001,23,X,R001,A,X,2,001-589-323-6097x41211,TRCHN001,"","",1.4,Crystal Thornton,01,EUR,X,"","","",151999,0003
REL1,ACT1,"","",X,"",B001,3244,5849491420,553,IJ7K,20241108,ronald71,1,EXW,North Kristy,01,"","",X,"",C,326,X,1000000197,02,X,X,100,GRP1,1,6565.13,348,X,"",01,GR01,6,P001,22,"",R001,B,"",6,001-257-946-5739,TRCHN001,"","",4.4,John Rice,01,INR,X,"",X,X,627744,0003
REL1,ACT1,"",X,X,X,B001,5095,3354080748,275,S2E2,20250212,rthompson,1,FOB,Cookton,02,X,"","","",C,533,"",1000000677,02,"","",100,GRP1,1,4068.72,518,"","",01,GR01,3,P001,13,X,R001,A,X,6,+1-436-905-4800x638,TRCHN001,"",X,1.9,Andrea Espinoza,01,EUR,"",X,"","",765461,0003
REL1,ACT1,"","",X,"",B001,6317,2299627878,176,Y1HN,20241126,elizabethdaniel,2,EXW,Gabrielmouth,01,X,X,X,X,B,232,X,1000000932,01,X,"",100,GRP1,1,5857.2,830,X,"",01,GR01,1,P001,6,"",R001,B,"",1,(703)980-0235,TRCHN001,X,X,2.4,Darlene Bryant,01,USD,"",X,X,X,402561,0003
REL1,ACT1,X,"",X,"",B001,2156,2958493571,858,ASIF,20250125,perezbrent,1,CIF,Nunezview,01,X,X,X,X,C,517,"",1000001541,02,X,"",100,GRP1,2,4876.69,808,"",X,01,GR01,6,P001,14,X,R001,A,"",2,454-262-4966,TRCHN001,"",X,3.7,Jacob Serrano,01,INR,X,X,X,X,825288,0001
REL1,ACT1,X,"",X,"",B001,8354,3364164712,420,RAG0,20250415,thompsonmichelle,2,EXW,New Christopherfort,01,"",X,"","",B,631,"",1000001621,02,"","",100,GRP1,1,6623.25,438,"","",01,GR01,1,P001,9,"",R001,A,X,6,+1-264-526-1952x6141,TRCHN001,X,X,1.9,Wendy Powell,01,USD,X,X,X,X,660538,0002
REL1,ACT1,X,X,X,"",B001,9063,4894203675,192,3DD0,20240904,whitney25,1,EXW,Stevensbury,02,X,X,"",X,C,479,"",1000001656,02,X,X,100,GRP1,1,9991.51,840,X,X,01,GR01,7,P001,15,"",R001,B,"",2,292.539.1566x474,TRCHN001,"",X,2.1,Joseph Brown,01,USD,X,"",X,X,710068,0003
REL1,ACT1,"",X,"","",B001,2799,1705888729,503,6LUU,20240503,peterandrews,2,EXW,Jasonport,02,X,X,"",X,A,894,"",1000001808,02,"","",100,GRP1,1,3619.81,181,"",X,01,GR01,5,P001,28,X,R001,B,X,9,6856075267,TRCHN001,X,"",3.7,Thomas Sexton,01,EUR,"","","",X,898129,0003
REL1,ACT1,X,"",X,X,B001,4855,3479671586,276,V9IB,20240822,choward,2,FOB,East Charlesstad,01,X,X,"",X,A,964,"",1000001835,01,"","",100,GRP1,1,2224.87,479,"",X,01,GR01,9,P001,15,X,R001,B,"",7,(318)397-3951x336,TRCHN001,"",X,3.6,Sarah Guzman,01,INR,"",X,"","",570483,0001
REL1,ACT1,"",X,X,X,B001,1766,5658298490,653,PCGQ,20250821,alexanderjacob,1,EXW,East Matthewland,02,X,X,X,"",C,221,X,1000002173,01,X,"",100,GRP1,2,8535.71,434,"",X,01,GR01,6,P001,13,X,R001,A,X,6,228.595.2257x087,TRCHN001,X,X,2.4,Sherry Whitney,01,INR,"",X,X,X,855165,0001
REL1,ACT1,X,"","","",B001,5699,6111719772,507,VWOZ,20250316,gonzalezkayla,2,EXW,Jonesbury,01,"","","",X,A,420,X,1000002532,02,"",X,100,GRP1,2,3960.07,180,X,"",01,GR01,6,P001,5,"",R001,A,X,8,001-609-628-3417x6142,TRCHN001,"",X,2.3,Anna Everett,01,INR,X,X,"",X,964277,0002
REL1,ACT1,"","",X,X,B001,3992,9195097714,321,WY1P,20250101,murphydana,2,CIF,Davidview,02,"","","","",B,584,"",1000002551,01,"",X,100,GRP1,2,7836.08,307,X,"",01,GR01,8,P001,12,"",R001,B,X,3,899-512-1174,TRCHN001,"",X,2.4,Tommy Jensen,01,INR,"","",X,"",741868,0002
REL1,ACT1,X,"",X,"",B001,1967,7969329015,365,Y93F,20251203,jesusgriffith,2,EXW,West Joseph,02,X,X,"","",C,887,X,1000002569,01,X,X,100,GRP1,1,4025.71,107,X,"",01,GR01,7,P001,25,"",R001,B,"",6,+1-212-586-3281x01285,TRCHN001,"","",3.3,Randy Owens,01,INR,X,X,X,X,985456,0003
REL1,ACT1,"","",X,"",B001,7640,8933701775,308,BEC5,20240720,usweeney,2,EXW,South Robinburgh,02,"","",X,X,C,284,"",1000002818,01,X,"",100,GRP1,1,2999.04,280,X,X,01,GR01,8,P001,25,"",R001,B,"",1,810.722.3188x044,TRCHN001,X,X,2.8,Frank Rodriguez,01,INR,X,X,"","",274740,0003
REL1,ACT1,X,X,"",X,B001,9600,6774777979,244,KF9O,20240216,colinthompson,1,EXW,North Laurenside,01,"","","","",A,609,X,1000002947,02,X,X,100,GRP1,2,1624.72,729,X,X,01,GR01,3,P001,23,"",R001,B,"",4,247.436.3480x6057,TRCHN001,"","",1.6,Vanessa Hutchinson,01,INR,X,X,X,"",375997,0003
REL1,ACT1,X,X,"","",B001,6626,4981440943,968,6CCV,20240928,brianbryant,2,CIF,Port Steven,02,X,"",X,"",B,267,X,1000003030,01,"",X,100,GRP1,1,4399.44,334,"",X,01,GR01,1,P001,13,X,R001,B,X,4,313-409-4062,TRCHN001,X,"",2.9,Nancy Salazar,01,INR,X,X,"",X,744767,0003
REL1,ACT1,"",X,"",X,B001,7417,8796721117,880,JVJP,20240606,griffinlaura,2,FOB,Laraberg,02,X,X,X,X,B,554,"",1000003088,02,"","",100,GRP1,2,3596.85,708,X,X,01,GR01,2,P001,14,X,R001,B,"",4,001-414-781-9728x727,TRCHN001,"",X,1.8,Tracy Pierce,01,EUR,X,X,X,X,387244,0003
REL1,ACT1,X,"","",X,B001,5598,7867052500,890,1DGE,20240902,glen28,1,FOB,Pittmanside,01,X,X,"","",A,432,"",1000003173,02,"",X,100,GRP1,1,6635.71,574,"",X,01,GR01,1,P001,20,X,R001,B,"",5,+1-212-219-0812x99154,TRCHN001,X,"",4.3,Joseph Grant,01,EUR,"","","",X,887490,0001
REL1,ACT1,X,"","","",B001,6916,8655278272,209,EL8M,20250531,kdonovan,2,CIF,Moraberg,01,"","",X,"",C,560,X,1000003220,01,X,"",100,GRP1,1,8210.3,713,"",X,01,GR01,8,P001,23,X,R001,A,X,10,(759)566-1765x503,TRCHN001,X,X,3.2,Joshua Davis,01,USD,"","","","",326497,0001
REL1,ACT1,X,X,"","",B001,8329,2052823491,962,F10O,20240524,whitebrad,1,CIF,Port Lauraborough,01,"",X,"","",C,214,X,1000003233,01,X,X,100,GRP1,2,8419.7,933,X,X,01,GR01,2,P001,26,X,R001,A,X,9,+1-816-550-0660x0217,TRCHN001,X,"",3.2,Rebecca Powell,01,USD,"","","",X,420805,0002
REL1,ACT1,X,X,X,"",B001,6999,2763511894,396,WAJ1,20251125,hchapman,2,EXW,East Michelle,02,X,"","","",C,801,X,1000003403,01,"",X,100,GRP1,1,5885.94,858,X,X,01,GR01,8,P001,7,X,R001,A,"",6,394-948-6563x50726,TRCHN001,"","",3.6,Justin Rodriguez,01,USD,X,X,X,X,450147,0002
