Customer ID,Market,Product ID,Material,Market Segment,Market Segment Owner,Remaining Shelf Life,Lead Time Days,Customs Status
CH,CH,MAT_100900,MAT_100900,Partner,Mr. John Davis,32,15,Cleared
AMER_REG,AMER_REG,MAT_100590,MAT_100590,Incyte,Breanna Ortiz,36,22,Cleared
AU,AU,MAT_100474,MAT_100474,Incyte,Justin Gutierrez,23,7,Pending
FR,FR,MAT_100130,MAT_100130,Direct Distribution,Patricia Bennett,17,30,Cleared
GB,GB,MAT_100593,MAT_100593,Partner,Jeremy Sparks,34,43,Exempt
APAC_REG,APAC_REG,MAT_100325,MAT_100325,Affiliate,Christina Andrews,31,38,Pending
DE,DE,MAT_100751,MAT_100751,Direct Distribution,Katherine Williams,18,6,Pending
AMER_REG,AMER_REG,MAT_100716,MAT_100716,Affiliate,Dr. Stephanie Christensen,11,11,Exempt
GB,GB,MAT_100193,MAT_100193,Affiliate,Johnathan Kim,23,8,Cleared
APAC_REG,APAC_REG,MAT_100382,MAT_100382,Direct Distribution,Katrina Hill,14,24,Cleared
AMER_REG,AMER_REG,MAT_100542,MAT_100542,Incyte,Robert Castro,17,27,Cleared
APAC_REG,APAC_REG,MAT_100718,MAT_100718,Direct Distribution,Candace Espinoza,8,39,Cleared
LATAM_REG,LATAM_REG,MAT_100345,MAT_100345,Incyte,Regina Lloyd,24,29,Exempt
DE,DE,MAT_100418,MAT_100418,Direct Distribution,Jill Parker,28,40,Exempt
EMEA_REG,EMEA_REG,MAT_100925,MAT_100925,Incyte,Ashley Thomas,27,33,Pending
BR,BR,MAT_100908,MAT_100908,Partner,Daryl Ellis,8,29,Pending
BR,BR,MAT_100868,MAT_100868,Partner,Patrick Lewis,18,25,Cleared
CA,CA,MAT_100668,MAT_100668,Direct Distribution,Katie Maldonado,29,42,Cleared
AMER_REG,AMER_REG,MAT_100072,MAT_100072,Direct Distribution,Brandon Cohen,33,9,Cleared
CH,CH,MAT_100849,MAT_100849,Affiliate,Diane Fitzgerald,32,6,Pending
US,US,MAT_100167,MAT_100167,Direct Distribution,Charlotte Warner,35,17,Exempt
LATAM_REG,LATAM_REG,MAT_100275,MAT_100275,Direct Distribution,John Diaz,24,39,Exempt
IT,IT,MAT_100173,MAT_100173,Partner,Dr. Adrian Brown,6,43,Exempt
CN,CN,MAT_100401,MAT_100401,Affiliate,Richard Clarke,17,3,Pending
DE,DE,MAT_100974,MAT_100974,Incyte,Kathleen Horne,12,43,Pending
IN,IN,MAT_100682,MAT_100682,Direct Distribution,Christopher Chavez,20,6,Cleared
JP,JP,MAT_100971,MAT_100971,Partner,Brian Stewart,6,20,Pending
DE,DE,MAT_100860,MAT_100860,Incyte,Andrew Nielsen,29,13,Cleared
LATAM_REG,LATAM_REG,MAT_100896,MAT_100896,Affiliate,Kevin Williams,22,13,Pending
AU,AU,MAT_100382,MAT_100382,Incyte,Heather Anderson,36,26,Cleared
LATAM_REG,LATAM_REG,MAT_100494,MAT_100494,Direct Distribution,Randy Pham,22,21,Cleared
CH,CH,MAT_100721,MAT_100721,Incyte,Jeffrey Contreras,16,3,Cleared
DE,DE,MAT_100148,MAT_100148,Direct Distribution,Susan Martinez,29,21,Pending
APAC_REG,APAC_REG,MAT_100159,MAT_100159,Partner,Stacy Gregory,15,35,Exempt
CH,CH,MAT_100464,MAT_100464,Incyte,Michael Bender,18,12,Pending
FR,FR,MAT_100706,MAT_100706,Incyte,Hunter Williams,29,45,Cleared
AU,AU,MAT_100156,MAT_100156,Direct Distribution,Christopher Brown,25,7,Pending
SG,SG,MAT_100297,MAT_100297,Partner,Victor Bishop,19,20,Pending
ES,ES,MAT_100810,MAT_100810,Affiliate,Meghan Stewart,27,43,Pending
CH,CH,MAT_100963,MAT_100963,Incyte,Jennifer James,36,21,Cleared
DE,DE,MAT_100288,MAT_100288,Incyte,Stephanie Edwards,8,43,Exempt
ES,ES,MAT_100654,MAT_100654,Affiliate,Christopher Matthews,20,5,Pending
CA,CA,MAT_100597,MAT_100597,Affiliate,Michael Oconnell,27,6,Exempt
CH,CH,MAT_100562,MAT_100562,Incyte,Luis Hall,35,36,Pending
GLOBAL_CORP,GLOBAL_CORP,MAT_100902,MAT_100902,Affiliate,Evan Harper,32,41,Cleared
CN,CN,MAT_100196,MAT_100196,Partner,Kristen Coleman,17,4,Pending
CA,CA,MAT_100521,MAT_100521,Incyte,David Thomas,19,25,Pending
AMER_REG,AMER_REG,MAT_100014,MAT_100014,Incyte,Michelle Jordan,16,14,Pending
NL,NL,MAT_100649,MAT_100649,Affiliate,Meredith Moore,8,6,Exempt
BR,BR,MAT_100129,MAT_100129,Affiliate,Mrs. April Cunningham DDS,21,44,Cleared
GLOBAL_CORP,GLOBAL_CORP,MAT_100032,MAT_100032,Incyte,Ronald Smith,18,22,Exempt
JP,JP,MAT_100113,MAT_100113,Incyte,Jennifer Murillo,16,20,Exempt
CN,CN,MAT_100604,MAT_100604,Affiliate,Taylor West,33,11,Exempt
EMEA_REG,EMEA_REG,MAT_100781,MAT_100781,Incyte,Gregory Pace,35,42,Cleared
ES,ES,MAT_100022,MAT_100022,Affiliate,Andrew Mccullough,9,34,Pending
IT,IT,MAT_100623,MAT_100623,Direct Distribution,James Jordan,30,29,Exempt
JP,JP,MAT_100718,MAT_100718,Direct Distribution,Jeanne Vaughn,10,30,Exempt
AMER_REG,AMER_REG,MAT_100923,MAT_100923,Direct Distribution,Tina Anderson MD,11,2,Pending
ES,ES,MAT_100558,MAT_100558,Affiliate,Kirk Wade,17,12,Exempt
LATAM_REG,LATAM_REG,MAT_100176,MAT_100176,Affiliate,Eric Bush,29,27,Cleared
GLOBAL_CORP,GLOBAL_CORP,MAT_100906,MAT_100906,Affiliate,David Miller,33,4,Exempt
AU,AU,MAT_100649,MAT_100649,Affiliate,Michael Rose,27,36,Cleared
IT,IT,MAT_100051,MAT_100051,Partner,Lee Torres,27,43,Exempt
CA,CA,MAT_100469,MAT_100469,Direct Distribution,Katherine Henry,11,8,Exempt
APAC_REG,APAC_REG,MAT_100043,MAT_100043,Affiliate,William Vega,17,36,Pending
GLOBAL_CORP,GLOBAL_CORP,MAT_100753,MAT_100753,Affiliate,David Hughes,23,17,Exempt
US,US,MAT_100965,MAT_100965,Direct Distribution,Amanda Morse,29,6,Exempt
BR,BR,MAT_100550,MAT_100550,Affiliate,Amber Hill,36,42,Pending
CA,CA,MAT_100383,MAT_100383,Partner,Maria Griffith,29,17,Cleared
FR,FR,MAT_100285,MAT_100285,Affiliate,Paul Waters DVM,6,8,Pending
GLOBAL_CORP,GLOBAL_CORP,MAT_100575,MAT_100575,Partner,William Leblanc,17,35,Exempt
GLOBAL_CORP,GLOBAL_CORP,MAT_100345,MAT_100345,Incyte,Scott Williams,13,8,Exempt
SG,SG,MAT_100588,MAT_100588,Partner,Nicole Bradford,13,15,Exempt
US,US,MAT_100940,MAT_100940,Partner,David Vincent,17,14,Exempt
CN,CN,MAT_100040,MAT_100040,Affiliate,Andrea Jackson,34,23,Cleared
CN,CN,MAT_100977,MAT_100977,Direct Distribution,Victor Lee,34,13,Pending
ES,ES,MAT_100731,MAT_100731,Affiliate,Jerry Brown,24,41,Cleared
IN,IN,MAT_100100,MAT_100100,Direct Distribution,Mr. Devon Baker,34,26,Exempt
APAC_REG,APAC_REG,MAT_100907,MAT_100907,Direct Distribution,Cindy Parker,33,5,Exempt
DE,DE,MAT_100546,MAT_100546,Partner,Jessica Munoz,23,2,Cleared
IT,IT,MAT_100216,MAT_100216,Partner,Scott Boone,23,23,Pending
CA,CA,MAT_100539,MAT_100539,Partner,Richard Guzman,36,32,Cleared
NL,NL,MAT_100547,MAT_100547,Direct Distribution,Neil Kirby,7,25,Cleared
JP,JP,MAT_100306,MAT_100306,Affiliate,John Black,36,36,Pending
IT,IT,MAT_100254,MAT_100254,Affiliate,Karen Franco,20,7,Cleared
DE,DE,MAT_100649,MAT_100649,Incyte,Lorraine Erickson,34,44,Pending
IT,IT,MAT_100628,MAT_100628,Direct Distribution,John Cruz,25,23,Cleared
DE,DE,MAT_100081,MAT_100081,Affiliate,Misty Hodge,29,43,Exempt
CA,CA,MAT_100363,MAT_100363,Incyte,Jeremy Chang,22,29,Cleared
GB,GB,MAT_100120,MAT_100120,Incyte,Timothy Garcia,15,14,Cleared
SG,SG,MAT_100440,MAT_100440,Partner,Kevin Adams,14,33,Exempt
US,US,MAT_100668,MAT_100668,Affiliate,Christian Hansen,15,38,Pending
IT,IT,MAT_100126,MAT_100126,Incyte,Jerry Wood,24,24,Cleared
JP,JP,MAT_100092,MAT_100092,Affiliate,Alan Brown,23,26,Exempt
JP,JP,MAT_100629,MAT_100629,Incyte,William Wilkins,18,5,Exempt
US,US,MAT_100796,MAT_100796,Direct Distribution,Erika Harris,35,5,Cleared
JP,JP,MAT_100702,MAT_100702,Incyte,Ryan Hodge,16,45,Exempt
GB,GB,MAT_100561,MAT_100561,Incyte,John Gates,36,38,Exempt
FR,FR,MAT_100768,MAT_100768,Direct Distribution,Lisa Richardson,29,40,Pending
FR,FR,MAT_100125,MAT_100125,Partner,Jennifer Ford,34,34,Pending
AMER_REG,AMER_REG,MAT_100200,MAT_100200,Partner,Courtney Schultz,35,40,Exempt
JP,JP,MAT_100795,MAT_100795,Partner,Brandon Harris,18,38,Cleared
LATAM_REG,LATAM_REG,MAT_100219,MAT_100219,Affiliate,Brian Parsons,13,28,Pending
NL,NL,MAT_100343,MAT_100343,Partner,Julie Garza,14,13,Pending
BR,BR,MAT_100797,MAT_100797,Partner,Lisa Brown,24,9,Cleared
LATAM_REG,LATAM_REG,MAT_100638,MAT_100638,Incyte,Eric Wright,20,3,Pending
FR,FR,MAT_100906,MAT_100906,Incyte,Tina Freeman,32,12,Exempt
SG,SG,MAT_100102,MAT_100102,Affiliate,Jeff Harris,20,35,Cleared
JP,JP,MAT_100827,MAT_100827,Affiliate,Christopher Turner,32,12,Cleared
JP,JP,MAT_100499,MAT_100499,Direct Distribution,Kim Chandler,19,2,Cleared
JP,JP,MAT_100359,MAT_100359,Incyte,Tina Harris,11,13,Cleared
BR,BR,MAT_100525,MAT_100525,Direct Distribution,Lee Mcfarland,11,39,Pending
GB,GB,MAT_100164,MAT_100164,Affiliate,Timothy Collier,23,10,Cleared
SG,SG,MAT_100024,MAT_100024,Direct Distribution,Guy Miller,7,27,Pending
FR,FR,MAT_100434,MAT_100434,Direct Distribution,James Davenport,24,40,Exempt
IN,IN,MAT_100448,MAT_100448,Direct Distribution,Raymond Green,9,45,Exempt
JP,JP,MAT_100778,MAT_100778,Direct Distribution,Misty Williams MD,32,24,Pending
AU,AU,MAT_100235,MAT_100235,Partner,Dr. Amy Richardson,30,28,Cleared
ES,ES,MAT_100067,MAT_100067,Incyte,Andrea Carlson,28,41,Cleared
AU,AU,MAT_100977,MAT_100977,Affiliate,Amanda Campbell,15,28,Pending
NL,NL,MAT_100280,MAT_100280,Direct Distribution,Alexander Aguilar,6,8,Cleared
GB,GB,MAT_100702,MAT_100702,Incyte,Luke Clark,36,11,Exempt
IT,IT,MAT_100567,MAT_100567,Incyte,Victoria Davis,24,24,Pending
LATAM_REG,LATAM_REG,MAT_100007,MAT_100007,Incyte,Matthew Howard,7,31,Pending
DE,DE,MAT_100197,MAT_100197,Partner,John Ochoa,31,30,Cleared
AU,AU,MAT_100559,MAT_100559,Direct Distribution,John Miranda,25,25,Cleared
AMER_REG,AMER_REG,MAT_100304,MAT_100304,Partner,Todd Lucas,13,20,Pending
ES,ES,MAT_100141,MAT_100141,Direct Distribution,Brittany Wright,28,44,Cleared
BR,BR,MAT_100770,MAT_100770,Direct Distribution,Jasmine Russo,12,15,Exempt
CN,CN,MAT_100866,MAT_100866,Partner,Lisa Cummings,22,4,Exempt
LATAM_REG,LATAM_REG,MAT_100934,MAT_100934,Affiliate,Tina Sheppard,17,40,Cleared
JP,JP,MAT_100397,MAT_100397,Partner,Amber Lewis,6,41,Cleared
CN,CN,MAT_100503,MAT_100503,Affiliate,Randy Russo,20,15,Cleared
GB,GB,MAT_100350,MAT_100350,Incyte,Stephanie Jones,24,33,Exempt
ES,ES,MAT_100267,MAT_100267,Incyte,Rebecca Moreno,11,8,Pending
GLOBAL_CORP,GLOBAL_CORP,MAT_100667,MAT_100667,Affiliate,Mary Leach,8,24,Pending
ES,ES,MAT_100384,MAT_100384,Partner,Joseph Gould,7,24,Pending
AMER_REG,AMER_REG,MAT_100361,MAT_100361,Direct Distribution,Timothy Miller,17,4,Cleared
LATAM_REG,LATAM_REG,MAT_100080,MAT_100080,Incyte,Megan Perez,13,27,Pending
NL,NL,MAT_100905,MAT_100905,Affiliate,Robert Thompson,30,10,Exempt
AU,AU,MAT_100579,MAT_100579,Affiliate,Glen Manning,21,41,Pending
JP,JP,MAT_100850,MAT_100850,Direct Distribution,Kelly Gordon,22,42,Cleared
IN,IN,MAT_100582,MAT_100582,Partner,Sheri Nolan,13,18,Cleared
IN,IN,MAT_100879,MAT_100879,Partner,Adam Perez,22,12,Exempt
JP,JP,MAT_100820,MAT_100820,Incyte,Valerie Taylor,31,35,Pending
GB,GB,MAT_100471,MAT_100471,Partner,Jeffrey Johnson,32,17,Pending
ES,ES,MAT_100862,MAT_100862,Partner,David Oliver,22,39,Pending
US,US,MAT_100154,MAT_100154,Direct Distribution,Jesse Little,35,13,Pending
CA,CA,MAT_100463,MAT_100463,Incyte,Randy Gregory,30,12,Exempt
BR,BR,MAT_100557,MAT_100557,Direct Distribution,Jason Scott,31,36,Pending
GLOBAL_CORP,GLOBAL_CORP,MAT_100459,MAT_100459,Affiliate,Alexandra Alvarez,27,24,Pending
LATAM_REG,LATAM_REG,MAT_100152,MAT_100152,Partner,Brandon Contreras,24,43,Cleared
FR,FR,MAT_100681,MAT_100681,Direct Distribution,David Murphy,20,19,Pending
APAC_REG,APAC_REG,MAT_100479,MAT_100479,Direct Distribution,Dr. Gabriella Mckee,24,39,Exempt
BR,BR,MAT_100711,MAT_100711,Direct Distribution,Elizabeth Wall,23,2,Cleared
FR,FR,MAT_100905,MAT_100905,Direct Distribution,Theresa Bridges,30,8,Exempt
IT,IT,MAT_100612,MAT_100612,Partner,Lauren Wolfe,18,32,Cleared
LATAM_REG,LATAM_REG,MAT_100472,MAT_100472,Affiliate,Edwin Rodriguez,27,9,Pending
LATAM_REG,LATAM_REG,MAT_100106,MAT_100106,Partner,Adam Contreras,32,24,Pending
AU,AU,MAT_100817,MAT_100817,Affiliate,Shane Palmer,17,45,Pending
LATAM_REG,LATAM_REG,MAT_100209,MAT_100209,Affiliate,Leah Johnson,33,30,Exempt
GLOBAL_CORP,GLOBAL_CORP,MAT_100820,MAT_100820,Incyte,Cristian Navarro,6,32,Pending
CN,CN,MAT_100434,MAT_100434,Direct Distribution,Sandra Mack,31,13,Exempt
GB,GB,MAT_100016,MAT_100016,Partner,Jordan Booth,8,20,Pending
AU,AU,MAT_100962,MAT_100962,Affiliate,Zachary Nielsen,25,24,Cleared
BR,BR,MAT_100024,MAT_100024,Incyte,Chelsea Lopez DVM,10,4,Pending
CN,CN,MAT_100060,MAT_100060,Direct Distribution,Patrick Allen,20,38,Exempt
ES,ES,MAT_100549,MAT_100549,Direct Distribution,Diana Perkins,31,11,Exempt
JP,JP,MAT_100792,MAT_100792,Partner,Jennifer Gaines,18,8,Cleared
CA,CA,MAT_100071,MAT_100071,Incyte,Michael Curtis,14,7,Cleared
GB,GB,MAT_100945,MAT_100945,Incyte,Susan Farmer,25,27,Pending
CH,CH,MAT_100331,MAT_100331,Affiliate,Sarah Swanson,10,10,Pending
NL,NL,MAT_100746,MAT_100746,Incyte,Dr. Heather Long,21,12,Pending
US,US,MAT_100900,MAT_100900,Direct Distribution,Hannah King,25,27,Exempt
CN,CN,MAT_100130,MAT_100130,Partner,Kayla Dixon,9,37,Exempt
FR,FR,MAT_100006,MAT_100006,Partner,Jeffrey Barker,28,30,Cleared
JP,JP,MAT_100194,MAT_100194,Direct Distribution,Elizabeth Russell,30,30,Cleared
LATAM_REG,LATAM_REG,MAT_100181,MAT_100181,Direct Distribution,Jordan Mcdonald,6,44,Cleared
CA,CA,MAT_100667,MAT_100667,Direct Distribution,Abigail Franco,11,28,Exempt
ES,ES,MAT_100712,MAT_100712,Incyte,Annette Wright,17,43,Exempt
EMEA_REG,EMEA_REG,MAT_100968,MAT_100968,Incyte,Tammy Stewart,12,33,Exempt
APAC_REG,APAC_REG,MAT_100688,MAT_100688,Incyte,Brittany Robinson,13,15,Pending
EMEA_REG,EMEA_REG,MAT_100844,MAT_100844,Partner,Robert Morrison,9,33,Pending
AU,AU,MAT_100682,MAT_100682,Affiliate,Alexander Alvarez,27,37,Cleared
AU,AU,MAT_100321,MAT_100321,Affiliate,Tammy Hansen,33,13,Pending
FR,FR,MAT_100986,MAT_100986,Direct Distribution,Thomas Murray,17,17,Exempt
EMEA_REG,EMEA_REG,MAT_100777,MAT_100777,Incyte,Laura Martinez,14,37,Cleared
IT,IT,MAT_100781,MAT_100781,Direct Distribution,Scott Campbell,21,6,Pending
LATAM_REG,LATAM_REG,MAT_100799,MAT_100799,Partner,Jacob Phillips,24,6,Exempt
IN,IN,MAT_100158,MAT_100158,Affiliate,Samuel Ruiz,32,22,Pending
JP,JP,MAT_100965,MAT_100965,Affiliate,Aaron Garcia,28,14,Cleared
AU,AU,MAT_100051,MAT_100051,Incyte,Alicia Sanchez,6,18,Exempt
GLOBAL_CORP,GLOBAL_CORP,MAT_100470,MAT_100470,Direct Distribution,Cynthia Vaughn,29,31,Pending
EMEA_REG,EMEA_REG,MAT_100324,MAT_100324,Affiliate,Brian Ward,33,34,Exempt
JP,JP,MAT_100422,MAT_100422,Direct Distribution,Melissa Calhoun,29,37,Exempt
EMEA_REG,EMEA_REG,MAT_100700,MAT_100700,Partner,Ms. Loretta Taylor,15,11,Cleared
SG,SG,MAT_100702,MAT_100702,Incyte,Justin Estrada,21,24,Cleared
CA,CA,MAT_100429,MAT_100429,Affiliate,Jeffrey Ramos,33,33,Pending
GB,GB,MAT_100037,MAT_100037,Partner,Ryan Figueroa,35,15,Exempt
CH,CH,MAT_100931,MAT_100931,Affiliate,Adrian Poole,11,40,Cleared
JP,JP,MAT_100395,MAT_100395,Incyte,Amanda Nelson,34,2,Exempt
GB,GB,MAT_100186,MAT_100186,Direct Distribution,Ashley Graves,23,32,Cleared
AU,AU,MAT_100729,MAT_100729,Incyte,Gail Roberts,17,41,Exempt
IT,IT,MAT_100795,MAT_100795,Incyte,Deborah Charles,29,16,Pending
FR,FR,MAT_100970,MAT_100970,Partner,Megan Watkins,17,5,Cleared
US,US,MAT_100497,MAT_100497,Direct Distribution,Melanie Lopez,29,6,Exempt
SG,SG,MAT_100032,MAT_100032,Direct Distribution,Bailey Sharp,31,26,Pending
CH,CH,MAT_100003,MAT_100003,Affiliate,Patricia Moore,7,23,Cleared
BR,BR,MAT_100884,MAT_100884,Direct Distribution,Tonya Hughes,21,23,Exempt
AMER_REG,AMER_REG,MAT_100579,MAT_100579,Partner,William Gibson,29,30,Exempt
LATAM_REG,LATAM_REG,MAT_100510,MAT_100510,Affiliate,Richard Neal,17,4,Exempt
CN,CN,MAT_100323,MAT_100323,Partner,Sara Bailey,19,38,Pending
ES,ES,MAT_100724,MAT_100724,Incyte,Michelle York,16,18,Cleared
AMER_REG,AMER_REG,MAT_100461,MAT_100461,Partner,Mackenzie Smith,12,23,Cleared
LATAM_REG,LATAM_REG,MAT_100285,MAT_100285,Partner,William Carr,7,15,Cleared
AMER_REG,AMER_REG,MAT_100266,MAT_100266,Direct Distribution,Krista Mcneil,21,38,Exempt
CA,CA,MAT_100755,MAT_100755,Incyte,Thomas Gallagher,10,12,Pending
EMEA_REG,EMEA_REG,MAT_100626,MAT_100626,Affiliate,Lisa Mcbride,28,43,Pending
CA,CA,MAT_100965,MAT_100965,Partner,Thomas Gaines,33,26,Pending
CH,CH,MAT_100199,MAT_100199,Direct Distribution,Sydney Poole,14,29,Cleared
NL,NL,MAT_100957,MAT_100957,Direct Distribution,Leslie Gonzales,28,3,Pending
ES,ES,MAT_100410,MAT_100410,Partner,Matthew Johns,32,7,Cleared
APAC_REG,APAC_REG,MAT_100883,MAT_100883,Incyte,Matthew Ware,23,21,Pending
CH,CH,MAT_100921,MAT_100921,Partner,Amy Kim,11,12,Cleared
CA,CA,MAT_100661,MAT_100661,Partner,Calvin Bowers,21,40,Exempt
EMEA_REG,EMEA_REG,MAT_100047,MAT_100047,Affiliate,Elaine Salas,24,27,Exempt
BR,BR,MAT_100143,MAT_100143,Incyte,Jennifer Peters,26,44,Pending
CA,CA,MAT_100657,MAT_100657,Direct Distribution,Kimberly Glover,17,45,Exempt
FR,FR,MAT_100841,MAT_100841,Direct Distribution,Monica Juarez,27,25,Pending
BR,BR,MAT_100157,MAT_100157,Direct Distribution,Debbie Mendoza,13,30,Pending
AMER_REG,AMER_REG,MAT_100506,MAT_100506,Partner,Andrew Weber,11,4,Pending
AU,AU,MAT_100136,MAT_100136,Incyte,Glenn Maynard,16,13,Pending
CH,CH,MAT_100318,MAT_100318,Incyte,Bruce Brown,35,36,Pending
EMEA_REG,EMEA_REG,MAT_100880,MAT_100880,Partner,Paul Nguyen,32,33,Exempt
GB,GB,MAT_100482,MAT_100482,Affiliate,Jeffrey Hernandez,10,31,Exempt
LATAM_REG,LATAM_REG,MAT_100965,MAT_100965,Incyte,Chad Gomez,30,13,Cleared
BR,BR,MAT_100042,MAT_100042,Incyte,Deanna Duncan,31,10,Cleared
IN,IN,MAT_100644,MAT_100644,Partner,Kimberly King,18,32,Cleared
BR,BR,MAT_100141,MAT_100141,Partner,Michelle Pierce,19,39,Exempt
ES,ES,MAT_100438,MAT_100438,Partner,Kenneth Andrews,12,42,Cleared
JP,JP,MAT_100537,MAT_100537,Affiliate,David Nelson,31,31,Cleared
US,US,MAT_100144,MAT_100144,Direct Distribution,Gary Thompson,32,25,Cleared
JP,JP,MAT_100045,MAT_100045,Incyte,Michael Hill,6,45,Pending
FR,FR,MAT_100454,MAT_100454,Affiliate,Michael Reeves,22,20,Pending
CH,CH,MAT_100635,MAT_100635,Partner,Austin Foster,6,28,Pending
JP,JP,MAT_100746,MAT_100746,Partner,Ruben Mendoza,24,6,Pending
JP,JP,MAT_100773,MAT_100773,Direct Distribution,Katrina Clark,13,2,Pending
LATAM_REG,LATAM_REG,MAT_100668,MAT_100668,Partner,Elizabeth Elliott,23,18,Cleared
IT,IT,MAT_100736,MAT_100736,Direct Distribution,Paul Baker,29,9,Cleared
EMEA_REG,EMEA_REG,MAT_100546,MAT_100546,Affiliate,Terry Miller,26,17,Exempt
CN,CN,MAT_100608,MAT_100608,Incyte,Lauren White,25,15,Cleared
AU,AU,MAT_100678,MAT_100678,Incyte,Jared Rodriguez,9,23,Pending
NL,NL,MAT_100060,MAT_100060,Affiliate,Austin Maxwell,23,9,Cleared
SG,SG,MAT_100533,MAT_100533,Affiliate,Matthew Barrett,16,13,Exempt
CH,CH,MAT_100038,MAT_100038,Direct Distribution,Ashlee Green,36,12,Exempt
FR,FR,MAT_100606,MAT_100606,Affiliate,Cody Melton,26,41,Exempt
IN,IN,MAT_100821,MAT_100821,Affiliate,Donna Dixon,9,16,Exempt
AU,AU,MAT_100839,MAT_100839,Incyte,Lawrence Elliott,21,43,Cleared
FR,FR,MAT_100856,MAT_100856,Incyte,Pamela Wilson,32,42,Cleared
AMER_REG,AMER_REG,MAT_100219,MAT_100219,Partner,Melissa White,19,29,Cleared
IN,IN,MAT_100861,MAT_100861,Partner,Steve Johnson,17,7,Cleared
IT,IT,MAT_100886,MAT_100886,Partner,Joshua Mccoy,28,44,Exempt
AU,AU,MAT_100775,MAT_100775,Incyte,John Garcia,7,14,Exempt
SG,SG,MAT_100087,MAT_100087,Direct Distribution,Donna Cook,28,42,Pending
LATAM_REG,LATAM_REG,MAT_100035,MAT_100035,Affiliate,Howard Lawrence,31,3,Exempt
AU,AU,MAT_100869,MAT_100869,Partner,Victor Gilbert,28,7,Cleared
BR,BR,MAT_100904,MAT_100904,Affiliate,Veronica Diaz,19,17,Exempt
GLOBAL_CORP,GLOBAL_CORP,MAT_100257,MAT_100257,Affiliate,John Brown,19,31,Cleared
IN,IN,MAT_100950,MAT_100950,Partner,Amy Novak,23,19,Pending
CH,CH,MAT_100519,MAT_100519,Direct Distribution,Christy Smith,19,16,Cleared
US,US,MAT_100525,MAT_100525,Affiliate,Lance Vega,10,28,Pending
EMEA_REG,EMEA_REG,MAT_100377,MAT_100377,Incyte,Michael Nguyen,15,40,Exempt
APAC_REG,APAC_REG,MAT_100089,MAT_100089,Direct Distribution,Micheal Spencer,15,33,Pending
NL,NL,MAT_100997,MAT_100997,Partner,Jennifer Haney,16,30,Cleared
IT,IT,MAT_100895,MAT_100895,Partner,Andrew Brooks,12,27,Cleared
FR,FR,MAT_100388,MAT_100388,Direct Distribution,James Wagner,25,30,Cleared
JP,JP,MAT_100696,MAT_100696,Partner,Brenda Nash,28,11,Pending
JP,JP,MAT_100657,MAT_100657,Partner,Jessica Stewart,32,45,Pending
AU,AU,MAT_100487,MAT_100487,Direct Distribution,Erika Hunter,22,27,Cleared
ES,ES,MAT_100726,MAT_100726,Direct Distribution,Taylor Evans,30,19,Exempt
IN,IN,MAT_100026,MAT_100026,Partner,Cheyenne Carson,28,30,Cleared
IT,IT,MAT_100677,MAT_100677,Direct Distribution,Kim Dixon,18,15,Pending
ES,ES,MAT_100310,MAT_100310,Incyte,Benjamin Martin,26,31,Cleared
ES,ES,MAT_100105,MAT_100105,Affiliate,Kara Brown,26,2,Pending
IN,IN,MAT_100972,MAT_100972,Incyte,Kyle Villanueva,24,36,Exempt
CH,CH,MAT_100833,MAT_100833,Partner,Angela Miller,35,19,Exempt
US,US,MAT_100925,MAT_100925,Partner,Russell Garcia,30,23,Exempt
CN,CN,MAT_100939,MAT_100939,Affiliate,Mary Edwards,14,41,Pending
GB,GB,MAT_100347,MAT_100347,Partner,Jeffrey Clark,13,36,Pending
APAC_REG,APAC_REG,MAT_100636,MAT_100636,Incyte,Cathy Valdez,8,35,Cleared
DE,DE,MAT_100447,MAT_100447,Partner,Brandon Carrillo,30,40,Cleared
LATAM_REG,LATAM_REG,MAT_100591,MAT_100591,Incyte,Karen Davis,24,37,Exempt
ES,ES,MAT_100607,MAT_100607,Affiliate,Melvin Dixon,20,3,Pending
US,US,MAT_100505,MAT_100505,Affiliate,Jeremy Martin,21,3,Cleared
EMEA_REG,EMEA_REG,MAT_100467,MAT_100467,Direct Distribution,Michelle Kim,13,41,Cleared
SG,SG,MAT_100774,MAT_100774,Direct Distribution,Mrs. Donna Jarvis,24,9,Pending
LATAM_REG,LATAM_REG,MAT_100555,MAT_100555,Partner,Karen Williams,31,38,Cleared
US,US,MAT_100328,MAT_100328,Partner,Andrew Sutton,12,33,Pending
LATAM_REG,LATAM_REG,MAT_100332,MAT_100332,Partner,Monica Avery,16,3,Cleared
AU,AU,MAT_100736,MAT_100736,Affiliate,Jacob Turner,36,3,Cleared
CN,CN,MAT_100828,MAT_100828,Affiliate,Marvin Franklin,15,41,Cleared
EMEA_REG,EMEA_REG,MAT_100612,MAT_100612,Incyte,Nicholas Gates,8,45,Exempt
IN,IN,MAT_100767,MAT_100767,Direct Distribution,Brent Washington,32,16,Exempt
CN,CN,MAT_100849,MAT_100849,Affiliate,Michelle Stein,21,19,Cleared
BR,BR,MAT_100601,MAT_100601,Direct Distribution,Thomas Conley,36,44,Exempt
IT,IT,MAT_100883,MAT_100883,Direct Distribution,Robert Gray,29,34,Pending
DE,DE,MAT_100306,MAT_100306,Affiliate,Jason Adkins,11,19,Pending
APAC_REG,APAC_REG,MAT_100626,MAT_100626,Direct Distribution,Hailey Cole,11,25,Pending
